date,open,high,low,adjClose,value,volume,count,yesterday,close
2023-06-21,92381.0,92381.0,72818.0,76624.0,2550378577750,32029862,1846100,962.0,72818.0
2023-06-24,80449.0,80449.0,80449.0,80449.0,117582062400,1406484,6629,76624.0,80449.0
2023-06-25,84442.0,84442.0,84442.0,84442.0,124030149750,1413449,7150,80449.0,84442.0
2023-06-26,88628.0,88628.0,88628.0,88628.0,133985974800,1454788,10991,84442.0,88628.0
2023-06-27,93055.0,93055.0,93055.0,93055.0,148556438700,1536261,8230,88628.0,93055.0
2023-06-28,97674.0,97674.0,97674.0,97674.0,159130989500,1567793,17708,93055.0,97674.0
2023-07-01,102534.0,102534.0,102534.0,102534.0,213862791450,2007159,44493,97674.0,102534.0
2023-07-02,107634.0,107634.0,104891.0,107538.0,2750409167750,24609074,383333,102534.0,107634.0
2023-07-03,107489.0,110761.0,102197.0,108596.0,1202907368000,10661438,328294,107538.0,108356.0
2023-07-04,109222.0,109270.0,103207.0,104891.0,738546228750,6777028,193240,108596.0,104458.0
2023-07-05,103159.0,111146.0,103159.0,110184.0,633392648550,5531459,46471,104891.0,111146.0
2023-07-08,114418.0,114418.0,109174.0,111050.0,451001455500,3907628,52602,110184.0,110906.0
2023-07-17,97900.0,101000.0,93050.0,96850.0,404890512350,4181404,30047,111050.0,99700.0
2023-07-18,101300.0,101650.0,99700.0,101450.0,220366660200,2171797,23690,96850.0,101650.0
2023-07-19,104500.0,106000.0,98400.0,101700.0,244102863950,2400619,39501,101450.0,99550.0
2023-07-22,100000.0,101400.0,96650.0,98000.0,148296536000,1513428,20054,101700.0,97200.0
2023-07-23,99500.0,99500.0,95000.0,96650.0,85554781950,884987,13714,98000.0,95200.0
2023-07-24,96000.0,98400.0,95400.0,96500.0,66341827100,687420,10115,96650.0,96650.0
2023-07-25,96900.0,98850.0,93000.0,96150.0,87606733800,911105,8565,96500.0,95200.0
2023-07-26,94300.0,100950.0,93350.0,96900.0,207238328250,2138927,11585,96150.0,100950.0
2023-07-29,100950.0,101700.0,100000.0,101650.0,116889212900,1149705,7811,96900.0,101700.0
2023-07-30,101700.0,106700.0,99000.0,104650.0,313083818850,2992031,14701,101650.0,106700.0
2023-07-31,109650.0,109850.0,106200.0,109100.0,93263105850,854768,8273,104650.0,109850.0
2023-08-01,114350.0,114550.0,112000.0,114200.0,309517648250,2710069,15144,109100.0,114550.0
2023-08-05,114550.0,118600.0,111900.0,115750.0,220826540550,1907578,11379,114200.0,115700.0
2023-08-06,115900.0,117000.0,110600.0,114100.0,71852020500,629652,5884,115750.0,114900.0
2023-08-07,119800.0,119800.0,114200.0,117600.0,177099988800,1505875,20834,114100.0,115650.0
2023-08-08,115450.0,115600.0,111750.0,113050.0,185112011100,1637743,8797,117600.0,111750.0
2023-08-09,112000.0,118700.0,112000.0,116800.0,445561043050,3815541,12706,113050.0,118650.0
2023-08-12,118750.0,122600.0,117050.0,122350.0,862870921950,7051998,14197,116800.0,122600.0
2023-08-13,125700.0,127900.0,118000.0,122650.0,325075118150,2650010,11215,122350.0,121000.0
2023-08-14,123000.0,123000.0,116550.0,118950.0,199686606650,1679052,12706,122650.0,120050.0
2023-08-15,119100.0,119900.0,113200.0,115200.0,85858074800,745220,8744,118950.0,114900.0
2023-08-16,111100.0,119300.0,111100.0,116900.0,146266952500,1251118,29065,115200.0,118000.0
2023-08-19,116800.0,122700.0,116500.0,122350.0,279699860750,2286103,8692,116900.0,122700.0
2023-08-20,123000.0,128450.0,122250.0,126800.0,373467295550,2945292,8907,122350.0,125700.0
2023-08-21,126950.0,133100.0,123450.0,131050.0,246087826800,1878060,6979,126800.0,133100.0
